1	1	0.03605209917112497
1	2	0.03499126647661669
1	3	0.06681653858036662
1	4	0.10091917089392351
1	5	0.16425377871978872
1	6	0.46362471376824804
1	7	0.5027771039669359
1	8	0.5419035053810048
1	9	0.5561745466066899
1	10	0.576982535562712
1	11	0.600761589226185
1	12	0.6209486625135792
1	13	0.6399557125066235
1	14	0.6722112293373793
1	15	0.7826930894638743
1	16	0.7981918402461721
1	17	0.8130416947107966
1	18	0.833193903727759
1	19	0.8538295167391489
1	20	0.9149493504056297
1	21	0.9158564990729939
1	22	0.9398478439452721
1	23	0.9540504706772853
1	24	0.9655332928912398
1	25	0.9789489832260765
1	26	1.0
2	1	0.03499126647661669
2	2	0.03605209917112497
2	3	0.03184176837665374
2	4	0.06594287442213681
2	5	0.1292635618139673
2	6	0.4297863113118863
2	7	0.4691511899374011
2	8	0.5084643376843216
2	9	0.52279761739536
2	10	0.5436968065378177
2	11	0.5675752917772985
2	12	0.5878404009316146
2	13	0.6069171015662279
2	14	0.6392849650656227
2	15	0.7500921276317359
2	16	0.7656323953946892
2	17	0.7805184197675615
2	18	0.8007174106918712
2	19	0.8214001934751404
2	20	0.8826479328844715
2	21	0.8835553846648957
2	22	0.9075934403679177
2	23	0.9218225706662976
2	24	0.933316936678801
2	25	0.9466986810106809
2	26	0.9676304938922059
2	27	0.9676304938922059
2	28	0.9676304938922059
3	1	0.06681653858036662
3	2	0.03184176837665374
3	3	0.03605209917112497
3	4	0.0341032253873586
3	5	0.0974487945475988
3	6	0.39879585223492914
3	7	0.4383359896795571
3	8	0.4778019616356246
3	9	0.49218586110176643
3	10	0.5131593471063306
3	11	0.5371186240518242
3	12	0.5574467908732679
3	13	0.5765795821189107
3	14	0.6090376910934996
3	15	0.7201037168305809
3	16	0.7356769424974133
3	17	0.7505914377055485
3	18	0.7708271391121733
3	19	0.7915469769376382
3	20	0.8528947460664156
3	21	0.8538022963407088
3	22	0.8778768025153199
3	23	0.8921265676441459
3	24	0.9036290355141084
3	25	0.9169790142279759
3	26	0.9378041115923256
4	1	0.10091917089392351
4	2	0.06594287442213681
4	3	0.0341032253873586
4	4	0.03605209917112497
4	5	0.06337141426008028
4	6	0.365913474325908
4	7	0.4056668501831156
4	8	0.44531343026226705
4	9	0.4597561099821995
4	10	0.48081561154943336
4	11	0.5048675665450254
4	12	0.5252672030958329
4	13	0.5444630546739654
4	14	0.577021872351462
4	15	0.6883708999109229
4	16	0.7039798262984123
4	17	0.718924790237697
4	18	0.7391995766980483
4	19	0.7599588748995613
4	20	0.8214123231534302
4	21	0.822319787410321
4	22	0.8464326176181632
4	23	0.860703996983544
4	24	0.8722137403857607
4	25	0.8855231687102952
4	26	0.9062171863131234
5	1	0.16425377871978872
5	2	0.1292635618139673
5	3	0.0974487945475988
5	4	0.06337141426008028
5	5	0.03605209917112497
5	6	0.3066194104455393
5	7	0.34684800996639775
5	8	0.3868748997492603
5	9	0.40143717421503483
5	10	0.42267183041392814
5	11	0.4469096565669168
5	12	0.46744921753599783
5	13	0.4867667227702809
5	14	0.5195176538152816
5	15	0.6313877476701355
5	16	0.6470618397182573
5	17	0.6620607897499297
5	18	0.682404111396343
5	19	0.7032329414721564
5	20	0.7648699792743855
5	21	0.7657763983695659
5	22	0.7899554331431942
5	23	0.8042638830366888
5	24	0.8157804831625809
5	25	0.8289863015913241
5	26	0.8493647543637023
6	1	0.46362471376824804
6	2	0.4297863113118863
6	3	0.39879585223492914
6	4	0.365913474325908
6	5	0.3066194104455393
6	6	0.03605209917112497
6	7	0.04067816677106959
6	8	0.08101824988948425
6	9	0.09567029219378562
6	10	0.1170493446746169
6	11	0.14143911509137705
6	12	0.16208445586721432
6	13	0.1814910504918229
6	14	0.21438334209891413
6	15	0.32661388837734595
6	16	0.34233651327630193
6	17	0.35736951000613615
6	18	0.37775425378801514
6	19	0.39862811978333207
6	20	0.4603798186086139
6	21	0.46128181685542946
6	22	0.4855030554958989
6	23	0.4998345607211453
6	24	0.5113324885697147
6	25	0.5243394100967307
6	26	0.544211354620443
7	1	0.5027771039669359
7	2	0.4691511899374011
7	3	0.4383359896795571
7	4	0.4056668501831156
7	5	0.34684800996639775
7	6	0.04067816677106959
7	7	0.03605209917112497
7	8	0.04034072922364086
7	9	0.05499314147709814
7	10	0.0763719154074027
7	11	0.10076145504431067
7	12	0.12140682880153224
7	13	0.14081347842090094
7	14	0.17370577024203143
7	15	0.2859364328564605
7	16	0.30165898694146775
7	17	0.3166920224840221
7	18	0.33707683896485474
7	19	0.3579507226983095
7	20	0.4197025059457045
7	21	0.42060456513173433
7	22	0.44482580888897716
7	23	0.4591573240668822
7	24	0.47065565863953795
7	25	0.48366654855954844
7	26	0.50356174888148
8	1	0.5419035053810048
8	2	0.5084643376843216
8	3	0.4778019616356246
8	4	0.44531343026226705
8	5	0.3868748997492603
8	6	0.08101824988948425
8	7	0.04034072922364086
8	8	0.03605209917112497
8	9	0.014652547173832735
8	10	0.03603119831315487
8	11	0.06042087047560793
8	12	0.0810662247286839
8	13	0.10047284579586913
8	14	0.1333651439248758
8	15	0.24559576891147747
8	16	0.26131835175393625
8	17	0.2763513722464833
8	18	0.29673616483447746
8	19	0.3176100443259645
8	20	0.3793618088784278
8	21	0.3802638566035652
8	22	0.40448510012758937
8	23	0.4188166140428991
8	24	0.4303149341437754
8	25	0.44332753457839974
8	26	0.46324205114281664
9	1	0.5561745466066899
9	2	0.52279761739536
9	3	0.49218586110176643
9	4	0.4597561099821995
9	5	0.40143717421503483
9	6	0.09567029219378562
9	7	0.05499314147709814
9	8	0.014652547173832735
9	9	0.03605209917112497
9	10	0.021379116552683815
9	11	0.045769016956030514
9	12	0.06641425832489736
9	13	0.08582079419567464
9	14	0.11871307068154552
9	15	0.23094359824031319
9	16	0.24666622163440302
9	17	0.26169921824576586
9	18	0.282083971088578
9	19	0.3029578415326809
9	20	0.36470956787946
9	21	0.36561159071948607
9	22	0.3898328327332754
9	23	0.40416434310244226
9	24	0.4156625408405402
9	25	0.42867514923314975
9	26	0.44859571702583984
10	1	0.576982535562712
10	2	0.5436968065378177
10	3	0.5131593471063306
10	4	0.48081561154943336
10	5	0.42267183041392814
10	6	0.1170493446746169
10	7	0.0763719154074027
10	8	0.03603119831315487
10	9	0.021379116552683815
10	10	0.03605209917112497
10	11	0.024389914312963303
